sentences1,sentences2,is_similar
Đánh_giá về dài hạn ông Thayer cho rằng Trung_Quốc không từ_bỏ tham_vọng kiểm_soát Biển_Đông trong phạm_vi đường chín đoạn . ,Về lâu về dài ông Thayer cho rằng Trung_Quốc không từ_bỏ tham_vọng kiểm_soát Biển_Đông và sẽ tiếp_tục các hoạt_động khai_hoang như đang làm ở Trường_Sa và tăng_cường áp_lực với Philippines . ,1
Bắc_Kinh cũng sẽ tiếp_tục các hoạt_động khai_hoang như đang làm ở Trường_Sa và tăng_cường áp_lực với Philippines . ,Bắc_Kinh vẫn tiếp_tục các hoạt_động khai_hoang như đang làm ở Trường_Sa và tiếp_tục gây áp_lực với Philippines . ,1
Trung_Quốc có mưu_toan củng_cố sự hiện_diện của họ ở Biển Đông nhiều hết mức có_thể trước thời_điểm đó . ,Trung_Quốc có âm_mưu củng_cố sự xuất_hiện của họ ở trên Biển Đông nhiều nhất có_thể trước thời_điểm đó . ,1
Giàn khoan Hải_Dương 981 cùng các tàu hộ_tống của Trung_Quốc đêm qua bắt_đầu di_chuyển từ vị trí đặt trái_phép trong vùng đặc_quyền kinh_tế của Việt_Nam về phía đảo Hải_Nam . ,Vào lúc 7h sáng 16/7 giàn khoan Hải_Dương 981 cùng rất nhiều tàu hộ_tống đã di_chuyển ra khỏi vị_trí cũ khoảng 37 hải_lý về phía đảo Hải_Nam . ,1
Bộ Ngoại_giao Trung_Quốc hôm_nay ra thông_cáo xác_nhận việc giàn khoan Hải_Dương 981 hoàn_tất hoạt_động gần quần_đảo Hoàng_Sa và dịch_chuyển về một dự_án mới . ,Thêm vào đó quyết_định dịch_chuyển giàn khoan của Trung_Quốc phản_ánh tính_toán của Bắc_Kinh trong việc hoàn_thành các hoạt_động của giàn khoan trước mùa bão và không buộc hoạt_động của Hải_Dương 981 với một cam_kết vô_hạn . ,0
Người_phát_ngôn Bộ Ngoại_giao Việt_Nam Lê_Hải_Bình hôm_nay yêu_cầu Trung_Quốc không đưa giàn khoan Hải_Dương 981 quay trở_lại hoặc đưa bất_cứ giàn khoan nào khác vào khu_vực thuộc vùng_biển của Việt_Nam được quy_định bởi Công_ước Liên_hợp_quốc về Luật Biển 1982 . ,Các chuyên_gia trong và ngoài nước đều nhận_định việc Trung_Quốc rút giàn khoan không đồng_nghĩa với việc nước này sẽ từ_bỏ những kế_hoạch nhằm vi_phạm chủ_quyền Việt_Nam và nhiều nước khác trên khu_vực Biển Đông . ,0
Ông Bình một lần nữa khẳng_định hoạt_động của giàn khoan 981 và các tàu hộ_tống của Trung_Quốc trong hơn hai tháng qua là hoàn_toàn bất_hợp_pháp vi_phạm các quy_định của luật_pháp quốc_tế . ,Ông Lê_Hải_Bình một lần nữa nhấn_mạnh những hoạt_động của giàn khoan 981 và các tàu bảo_vệ của Trung_Quốc trong hơn hai tháng qua là hoàn_toàn phi_pháp vi_phạm các quy_định của luật_pháp quốc_tế . ,1
Từ khi Trung_Quốc hạ đặt trái_phép giàn khoan Hải_Dương 981 tại vùng thềm_lục_địa và vùng đặc_quyền kinh_tế của Việt_Nam từ đầu tháng 5 nhiều nước đã lên_tiếng phản_đối hành_động của Trung_Quốc ủng_hộ lập_trường của Việt_Nam . ,Kể từ khi Trung_Quốc hạ đặt trái_phép giàn khoan Hải_Dương 981 tại vùng thềm_lục_địa và vùng đặc_quyền kinh_tế của Việt_Nam từ đầu tháng 5 nhiều nước đã kích liệt phản_đối hành_động phi_pháp này của Trung_Quốc ủng_hộ lập_trường của Việt_Nam . ,1
"Hành_động Trung_Quốc rút giàn khoan Hải_Dương 981 khỏi thềm_lục_địa Việt_Nam ẩn_chứa nhiều toan_tính của nước này và rõ_ràng Trung_Quốc không hề từ_bỏ giấc mộng "" bá_chủ Biển Đông "" . ","Hành_động rút giàn khoan Hải_Dương 981 khỏi thềm_lục_địa Việt_Nam của Trung_Quốc ẩn_chứa nhiều toan_tính của nước này và rõ_ràng Trung_Quốc sẽ không bao_giờ từ_bỏ giấc mộng "" làm chủ Biển Đông "" . ",1
"Amrozi đã buộc_tội anh_trai mình , là "" nhân_chứng "" theo cách hắn gọi , vì cố_tình xuyên_tạc bằng_chứng của mình . ","Ám_chỉ anh ta là "" nhân_chứng "" duy_nhất , Amrozi buộc_tội anh_trai mình vì cố_tình xuyên_tạc bằng_chứng của anh ta . ",1
"Yucaipa là chủ_sở_hữu của Dominick's trước khi bán chuỗi này cho Safeway vào năm 1998 với giá 2 , 5 tỷ USD . ","Yucaipa đã mua Dominick's vào năm 1995 với giá 693 triệu đô_la và bán lại cho Safeway với giá 1 , 8 tỷ đô_la vào năm 1998 . ",0
"Họ đã tung một quảng_cáo lên Internet vào ngày 10 tháng 6 , mời chào_hàng hoá để bán , ông nói thêm . ","Vào ngày 10 tháng 6 , chủ_sở_hữu của con tàu đã tung một bài quảng_cáo lên Internet , chào_hàng chất_nổ để bán . ",1
"Khoảng 03 : 35 giờ GMT , cổ_phiếu Tab đã tăng 19 cent , tương_đương 4 , 4 % , ở mức 4 , 56 đô_la Úc , trước đó đã đạt mức cao kỉ_lục 4 , 57 đô_la Úc . ","Cổ_phiếu Tab đã tăng 20 cent , tương_đương 4 , 6 % để lập được kỷ_lục cao gần mức 4 , 57 đô_la Úc . ",0
"Cổ_phiếu đã tăng 2 , 11 đô_la , tương_đương khoảng 11 % gần bằng mức hồi thứ_Sáu là 21 , 51 đô_la trên thị_trường chứng_khoán New_York . ","Cổ_phiếu của Tập_Đoàn PG & E đã tăng 1 , 63 đô_la tương_đương 8 % lên mức 21 , 03 đô trên thị_trường chứng_khoán New_York vào thứ_Sáu . ",1
Doanh_thu trong quý đầu_tiên của năm đã giảm 15 % so với cùng kỳ năm trước . ,"Với vụ bê_bối liên_quan đến công_ty của Stewart , doanh_thu trong quý đầu_tiên của năm đã giảm 15 % so với cùng kỳ năm trước . ",1
"Nasdaq có mức tăng hàng tuần là 17 , 27 , tương_đương 1 , 2 % , gần với mức 1.520 , 15 vào thứ_Sáu . ","Loại nhựa Composite_IXIC được hãng Nasdaq áp_dụng công_nghệ đã tăng 30 , 46 điểm , tương_đương 2 , 04 % , lên 1.520 , 15 . ",0
DVD-CCA sau đó đã kháng_cáo lên Toà_án Tối_cao tiểu_bang . ,DVD CCA đã kháng_cáo quyết_định đó lên Toà_án Tối_cao Hoa_Kỳ . ,1
"Khoản đó so với 35 , 18 triệu đô_la , tương_đương 24 xu cho mỗi cổ_phiếu , trong cùng kỳ năm trước . ",Thu_nhập bị ảnh_hưởng bởi khwoản trợ_cấp thuế 8 triệu đô_la không định_kỳ trong cùng giai_đoạn năm trước . ,0
Ông cho_biết việc kinh_doanh xoay vòng dịch_vụ thực_phẩm không phù_hợp với chiến_lược tăng_trưởng lâu_dài của công_ty . ,""" Việc kinh_doanh xoay vòng vốn dịch_vụ thực_phẩm không phù_hợp với chiến_lược tăng_trưởng dài hạn của chúng_tôi . ",1
"Cổ_phiếu của Genentech , một công_ty lớn hơn nhiều với một_số sản_phẩm trên thị_trường , đã tăng hơn 2 % . ","Cổ_phiếu của Xoma đã giảm 16 % trong phiên giao_dịch sớm , trong khi cổ_phiếu của Genentech , một công_ty lớn hơn nhiều với một_số sản_phẩm trên thị_trường lại tăng 2 % . ",0
Pháp_luật làm cho người tiêu_dùng khó xoá nợ hơn tại toà_án phá_sản đã giành được sự chấp_thuận áp_đảo của Nhà vào tháng ba . ,Pháp_luật làm cho người tiêu_dùng khó xoá nợ hơn tại toà_án phá_sản đã giành được sự chấp_thuận nhanh_chóng của Nhà_Trắng vào tháng 3 và được Nhà_Trắng chứng_thực . ,0
"Chỉ_số tổng_hợp Nasdaq tăng 10 , 73 , tương_đương 0 , 7 % , lên 1.514 , 77 . ","Chỉ_số tổng_hợp Nasdaq , với đầy_đủ các cổ_phiếu công_nghệ , gần đây đã tăng khoảng 18 điểm . ",0
Nhưng ông nói thêm hiệu_suất nhóm sẽ cải_thiện trong nửa cuối năm và hơn thế nữa . ,De_Sole cho_biết trong tuyên_bố kết_quả rằng hiệu_suất nhóm sẽ cải_thiện trong nửa cuối năm và hơn thế nữa . ,1
Ông nói với tờ The_Sun rằng con_gái của ông Hussein đã định sẳn trường_học và bệnh_viện ở Anh khi họ quyết_định xin tị_nạn . ,"Con_gái của Saddam đã nghĩ đến các trường_học và bệnh_viện Anh khi họ quyết_định xin tị_nạn - đặc_biệt là trường_học , ông nói với The_Sun . ",1
"Gyorgy_Heizler , người đứng đầu cơ quan thảm_hoạ địa_phương , cho_biết chiếc xe đang chở 38 hành_khách . ","Người đứng đầu đơn vị thảm_hoạ địa_phương , Gyorgy_Heizler , cho_biết người lái xe đã không chú_ý đến đèn dừng màu đỏ . ",0
Rudder là phó_chủ_tịch cấp cao gần đây nhất của cơ_quan phát_triển & Truyền_giáo nền_tảng thuyết phúc_Âm . ,"Phó_chủ_tịch cấp cao Eric_Rudder , trước đây là người đứng đầu đơn vị Phát_triển và Truyền_giáo Nền_tảng , sẽ lãnh_đạo tổ_chức mới . ",0
"Cũng như kế_hoạch "" cá_heo "" , Tình_trạng hỗn_loạn đã cho_phép các công_ty nước_ngoài tham_gia vào các hoạt_động khai_thác quá mức và đánh_bắt cá mà được giám_sát hay kiểm_soát xuất_khẩu thích_hợp . ",Tình_trạng hỗn_loạn nội_bộ đã cho_phép các công_ty nước_ngoài thiết_lập việc khai_thác thương_mại và hoạt_động đánh_bắt cá mà không có sự giám_sát hoặc kiểm_soát xuất_khẩu thích_hợp . ,0
Magnarelli cho_biết Racicot_ghét chế_độ Iraq và mong_muốn được sử_dụng những năm huấn_luyện dài của mình trong chiến_tranh . ,"Vợ ông nói rằng ông "" 100 % theo George_Bush "" và mong_muốn được sử_dụng nhiều năm huấn_luyện trong chiến_tranh . ",0
"Sheena_Young từ tổ_chức Child , mạng_lưới hỗ_trợ vô_sinh quốc_gia , hy_vọng các hướng_dẫn sẽ dẫn đến một dịch_vụ "" công_bằng và hợp_lý hơn "" cho những người bị vô_sinh . ","Sheena_Young , phát_ngôn_viên của Child , mạng_lưới hỗ_trợ vô_sinh quốc_gia , cho_biết các hướng_dẫn được đề_xuất sẽ dẫn đến một dịch_vụ "" công_bằng và hợp_lý hơn "" cho những người bị vô_sinh . ",1
"Tôi nghĩ rằng bạn sẽ thấy công_việc sẽ tăng nhiều trong hai năm tới , ông nói , thêm vào đó mức tăng này có_thể thay_thế cho số_lượng việc đã mất đi . ","Tôi nghĩ rằng bạn sẽ thấy công_việc phát_triển nhiều trong hai năm tới , Mankiw nói . ",0
"Finder phiên_bản mới đặt các thư_mục của người dùng , ổ_cứng , máy_chủ mạng , iDisk và phương_tiện di_động ở một vị_trí , cung_cấp quyền truy_cập bằng một cú nhấp chuột . ","Công_cụ điều hướng Finder được Panther thiết_kế lại đặt các thư_mục yêu_thích của người dùng , ổ_cứng , máy_chủ mạng , iDisk và phương_tiện di_động ở một vị_trí . ",1
"Nhưng các cảnh_giác và cảnh_báo vè bão nhiệt_đới đã được đăng ngày hôm_nay cho Haiti , phần phía tây của Cộng_hoà Dominica vùng phía đông_nam Bahamas và các đảo Turk và Caicos ","Cảnh_báo bão nhiệt_đới đã được đưa ra vào thứ_năm cho Jamaica và Haiti và cảnh_giác cho miền tây Cộng_hoà Dominican , phía đông_nam Bahamas và các đảo Turks và Caicos . ",1
Một thẩm_phán liên_bang ở Fort_Lauderdale đã ra_lệnh giam_giữ anh ta mà không được tại_ngoại . ,"Zuccarini đã được một thẩm_phán liên_bang ở Fort_Lauderdale , Fla ra_lệnh giam_giữ không được bảo_lãnh vào thứ_Tư . ",1
Chỉ_số BMI từ 25 trở lên được coi là thừa cân ; 30 trở lên được coi là béo phì . ,"Người_ta xem chỉ_số_BMI trong khoảng từ 18 , 5 đến 24 , 9 là bình_thường , trên 25 được coi là thừa cân và 30 hoặc cao hơn thì được coi là béo phì . ",0
"Đồng đô_la đã ở mức 116 , 92 yên so với đồng yên , không đổi trong phiên và cũng không đổi ở mức 1 , 2891 so với đồng franc Thuỵ_Sĩ . ","Đồng đô_la đã ở mức 116 , 78 Yên_JPY = , hầu_như không thay_đổi trong phiên và giảm 0 , 1 % . ở mức 1 , 2871 so với đồng CHF_Thuỵ_Sĩ = . ",0
"Sáu tháng trước , quỹ tiền_tệ thế_giới IMF và Argentina đã ký một hợp_đồng tái_đầu_tư nợ tối_thiểu trị_giá 6 , 8 tỷ đô_la hết hạn vào tháng Tám . ","Nhưng sáu tháng trước , hai bên đã xoay sở để đạt được thoả_thuận tái_đầu_tư khoản nợ trị_giá 6 , 8 tỷ USD , sẽ hết hạn vào tháng 8 . ",1
"Trẻ_em bị ức_chế có xu_hướng rụt_rè với những người , đối_tượng và tình_huống mới , trong khi những đứa trẻ không bị cấm_đoán thì tự_nhiên tiếp_cận chúng . ","Nói một_cách đơn_giản , những cá_nhân nhút_nhát có xu_hướng rụt_rè hơn với những người và tình_huống mới . ",1
"Tôi muốn mang hết những người_đẹp nhất vào toà nhà đẹp nhất này , ông nói với tờ Sunday trong buổi hoà_nhạc Grand_Central . ","Tôi muốn mang những người_đẹp nhất vào toà nhà đẹp nhất này , Tunick nói với tờ Sunday . ",1
"500 < . SPX> của hãng The_broad_Standard & Poor đã giảm 10 , 75 điểm , tương_đương 1 , 02 % , xuống còn 1.039 , 32 . ","Chỉ_số S & P 500 đã tăng 1 , 26 , tương_đương 0 , 1 % , lên 1.039 , 32 sau khi hạ xuống 10 , 75 ngày hôm_qua . ",0
Duque sẽ trở_lại Trái_đất vào ngày 27 tháng 10 với phi_hành_đoàn hiện_tại của trạm gồm phi_hành_gia Hoa_Kỳ Ed_Lu và nhà du_hành_vũ_trụ người Nga Yuri_Malenchenko . ,Hiện đang sống trên tàu_vũ_trụ là phi_hành_gia người Mỹ Ed_Lu và nhà du_hành_vũ_trụ người Nga Yuri_Malenchenko . ,0
"Singapore từ đầu đã là đối_tác thương_mại lớn thứ 12 của Hoa_Kỳ , với thương_mại hai chiều có tổng_trị_giá hơn 34 tỷ đô_la . ","Mặc_dù là một quốc_gia có diện_tích như một thành_phố nhỏ , Singapore là đối_tác thương_mại lớn thứ 12 của Hoa_Kỳ , với khối_lượng thương_mại là 33 , 4 tỷ đô_la vào năm_ngoái . ",1
AFL-CIO đang chờ đến tháng 10 để quyết_định xem có xác_nhận ứng_cử_viên hay không . ,AFL-CIO đã công_bố vào hôm thứ_Tư rằng họ sẽ quyết_định vào tháng 10 xem có nên xác_nhận một ứng_cử_viên trước cuộc bầu_cử sơ_bộ hay không . ,1
Phiên_toà dân_sự hoặc xét_xử hình_sự vẫn chưa ấn_định được ngày diễn_ra . ,"Các vụ án hình_sự hoặc dân_sự chưa ấn_định được ngày diễn_ra , nhưng Shanley vẫn không nhận tội . ",0
"Người_ta nhìn thấy những lợi_ích lớn nhất trong giá_cả , đơn đặt_hàng mới , hàng tồn_kho và xuất_khẩu . ","Các chỉ_số phụ đo_lường giá , đơn đặt_hàng mới , hàng tồn_kho và xuất_khẩu tăng . ",1
"Giao_dịch tại Loral đã bị dừng lại ngày hôm_qua ; các cổ_phiếu đóng lại vào thứ_Hai ở mức $ 3 , 01 . ","Sàn giao_dịch chứng_khoán New_York đã tạm ngừng giao_dịch vào ngày hôm_qua tại Loral , đóng lại ở mức $ 3 , 01 vào thứ_Sáu . ",1
Thu_nhập trên mỗi cổ_phiếu từ các hoạt_động định_kỳ sẽ là 13 cent đến 14 cent . ,Điều đó đã đánh_bại dự_báo thu_nhập tháng 4 của công_ty là 8 đến 9 xu một cổ_phiếu . ,0
"Anh ta dự_định sẽ ăn tối với quân_lính tại trụ_sở quân_đội Hoa_Kỳ ở Kosovo , Camp_Bondsteel . ","Sau đó , anh dự_định sẽ ăn tối tại Camp_Bondsteel với quân_lính Hoa_Kỳ đóng quân ở đó . ",1
Các nhà bán lẻ của công_ty liên_hợp J.C.Penney ( JCP ) và công_ty Walgreen ( WAG ) đã khởi_động mọi thứ vào thứ_Hai . ,Các nhà bán lẻ của công_ty liên_hợp J.C.Penney_JCP.N và công_ty Walgreen_WAG.N đã khởi_động mọi thứ vào thứ_Hai . ,1
Các công_tố_viên đã nộp một kiến ​​nghị thông_báo cho Lee rằng họ có ý_định yêu_cầu án tử_hình . ,Ông nói thêm rằng các công_tố_viên sẽ yêu_cầu án tử_hình . ,1
"Năm_ngoái , toà_án đã duy_trì chương_trình chứng_từ trường_học của Cleveland , phán_quyết 5 - 4 rằng các chứng_từ đúng với hiến_pháp nếu họ cung_cấp cho phụ_huynh một sự lựa_chọn về các trường tôn_giáo và thế_tục . ","Năm_ngoái , toà_án phán_quyết 5 - 4 trong một vụ kiện ở Ohio rằng các chứng_từ của chính_phủ là đúng vhiến pháp nếu họ cung_cấp cho phụ_huynh các lựa_chọn giữa một loạt các trường tôn_giáo và thế_tục . ",1
Anh ta chiến_đấu với căn_bệnh ung_thư tinh_hoàn đã di_căn đến phổi và não . ,"Armstrong , 31 tuổi , chiến_đấu với căn_bệnh ung_thư tinh_hoàn di_căn đến não . ",0
"Sorkin , người phải đối_mặt với cáo_buộc âm_mưu cản_trở việc xét_xử của toà và nói_dối với bồi_thẩm_đoàn , đã bị xét_xử riêng . ",Sorkin đã bị xét_xử riêng về tội âm_mưu và nói_dối với bồi_thẩm_đoàn . ,1
"Graves báo_cáo từ Albuquerque , Villafranca báo_cáo từ_từ Austin và Ratcliffe báo_cáo từ Laredo . ",Pete_Slover báo_cáo từ Laredo và Gromer_Jeffers báo_cáo từ Albuquerque . ,0
"Người_ta dự_kiến thị_trường chip Mỹ ​​sẽ giảm 2 , 1 % trong năm nay , sau đó tăng 15 , 7 % trong năm 2004 . ","Thị_trường Châu Mỹ sẽ giảm 2 , 1 % xuống còn 30 , 6 tỷ USD năm 2003 , và sau đó tăng 15 , 7 % lên 35 , 4 tỷ USD năm 2004 . ",1
"Nhóm này sẽ được quan_chức Bộ Ngoại_giao John_S.Wolf lãnh_đạo , người đã phục_vụ tại Úc , Việt_Nam , Hy_Lạp và Pakistan . ","Nhóm này sẽ được John_S.Wolf lãnh_đạo , một phó thư_ký chính_phủ đã từng phục_vụ tại Úc , Việt_Nam , Hy_Lạp và Pakistan . ",1
"Khoản hoa_hồng phải giải_quyết được các chi_tiết của kế_hoạch , nhưng lượng khách cư_trú trung_bình trả 840 đô_la mỗi năm sẽ nhận được khoản tiết_kiệm khoảng 30 đô mỗi năm . ",Một khách cư_trú trung_bình trả 840 đô tiền điện một năm có_thể thấy tiết_kiệm được 30 đô mỗi năm . ,0
Công_ty cho_biết họ có kế_hoạch khôi_phục thu_nhập của mình của từ năm 2000 đến năm 2002 . ,"Công_ty đã tuyên_bố vào tháng 1 rằng họ sẽ phải lấy lại thu_nhập cho các năm 2002 , 2001 và có_lẽ là 2000 . ",1
Kết_quả từ nhà sản_xuất nước_giải_khát số 2 Hoa_Kỳ PepsiCo_Inc . PEP.N có_thể sẽ gây được sự chú_ý . ,Kết_quả từ nhà sản_xuất nước_giải_khát số 2 Hoa_Kỳ PepsiCo_Inc_PEP - tin_tức - mọi người ) có_thể sẽ gây được chú_ý . ,1
Kết_quả là một gói tổng_thể sẽ cung_cấp tăng_trưởng kinh_tế đáng_kể cho nhân_viên của chúng_tôi trong bốn năm tới . ,"Kết_quả là một gói tổng_thể sẽ cung_cấp một sự tăng_trưởng kinh_tế đáng_kể cho nhân_viên của chúng_tôi trong vài năm tới , ông nói . ",1
Wal-Mart cho_biết họ sẽ kiểm_tra tất_cả hàng triệu lao_động trong nước để đảm_bảo họ được tuyển_dụng hợp_pháp . ,Người_ta cũng cho_biết Công_ty sẽ xem_xét tất_cả các nhân_viên trong nước hơn 1 triệu người để đảm_bảo họ có nhân quyền hợp_pháp . ,1
"Các bài hát được bày bán với giá 99 xu mỗi bài , tương_đương 9 , 99 đô_la cho một album . ","Công_ty sẽ bày bán các bài hát với giá 99 xu và album với giá 9 , 95 đô_la . ",1
"Tuy_nhiên , cuộc nói_chuyện đã bị PBL hạ thấp , cho_biết họ sẽ chỉ tập_trung vào các giao_dịch mua nhỏ hơn mà ngay_lập_tức có thu_nhập và dòng tiền tích_luỹ . ","Tuy_nhiên , cuộc nói_chuyện đã bị PBL xem nhẹ , cho_biết họ sẽ chỉ tập_trung vào các giao_dịch mua nhỏ hơn ngay_lập_tức có thu_nhập và tích_luỹ dòng tiền . ",1
"Cổ_phiếu của Comcast_Class_A đã tăng 8 cent , đạt 30 , 50 đô_la trong phiên giao_dịch buổi sáng trên thị_trường chứng_khoán Nasdaq . ",Cổ_phiếu đã tăng 48 xu lên 30 đô_la vào ngày hôm_qua trong giao_dịch trên thị_trường chứng_khoán Nasdaq . ,1
"Trong khi mức_độ điôxin trong môi_trường tăng lên trong năm_ngoái , thì từ những năm 1970 đã giảm 75 phần_trăm , ông Caswell cho_biết . ",Viện cho_biết mức_độ điôxin trong môi_trường đã giảm tới 76 % kể từ những năm 1970 . ,0
"Điều này tích_hợp với Rational_PurifyPlus và cho_phép các nhà phát_triển làm_việc trong các phiên_bản được hỗ_trợ của Java , Visual_C# và Visual_Basic.NET . ","IBM cho_biết các sản_phẩm của Rational cũng được tích_hợp với Rational_PurifyPlus , cho_phép các nhà phát_triển làm_việc trong Java , Visual_C# và VisualBasic.Net . ",1
Washington_Post cho_biết Airlite sẽ đóng_cửa ca làm_việc đầu_tiên và vài phần phần của ca thứ hai vào thứ_Hai để phù_hợp với sự xuất_hiện của tổng_thống . ,"Nhà_máy có kế_hoạch đóng_cửa ca làm_việc đầu_tiên và vài phần của ca thứ hai vào hôm thứ_Hai để phù_hợp với sự xuất_hiện của tổng_thống , Crosby nói . ",1
"Một đồng_đội cũ , Carlton_Dotson , đã bị buộc_tội giết người . ",Thi_thể của anh ta được tìm thấy vào ngày 25 tháng 7 và đồng_đội cũ Carlton_Dotson đã bị buộc_tội bắn chết anh ta . ,0
Một_vài câu hỏi của khán_giả trong diễn_đàn có nhịp_độ nhanh là mới đối_với các thí_sinh . ,Một_số câu hỏi của khán_giả cũng là mới đối_với các thí_sinh . ,1
"Trong khi đó , số người chết toàn_cầu lên tới 770 người với hơn 8.300 người mắc bệnh kể từ khi virus gây hội_chứng hô_hấp cấp_tính nghiêm_trọng xuất_hiện lần đầu_tiên ở miền nam_Trung_Quốc vào tháng 11 . ","Ít_nhất 767 người đã chết trên toàn_cầu do SARS , với hơn 8.300 người mắc bệnh kể từ khi virus này xuất_hiện lần đầu_tiên ở miền nam_Trung_Quốc vào tháng 11 . ",1
Các trận_chiến đánh_dấu ngày thứ_tư của một cuộc càn_quét của Hoa_Kỳ để săn_lùng những người ủng_hộ chế_độ sụp_đổ của Saddam_Hussein . ,"Hai mươi bảy người Iraq đã bị giết , đẩy số người chết của phe đối_lập lên khoảng 100 người trong một chiến_dịch của Hoa_Kỳ để săn_lùng những người ủng_hộ chế_độ sụp_đổ của Saddam_Hussein . ",0
"Sau đó những người phụ_nữ đã được kiểm_tra theo_dõi sau 5 , 12 và 24 năm . ","Những người phụ_nữ đã kiểm_tra theo_dõi vào năm 1974 - 75 , 1980 - 81 và 1992 - 93 , nhưng không được hỏi về căng_thẳng nữa . ",0
Dự_kiến các máy_bay_phản_lực Embraer ​​sẽ được giao vào tháng 9 năm 2006 . ,Máy_bay Bombardier và Embraer sẽ được chuyển đến Hoa_Kỳ vào tháng 9 năm 2006 . ,0
"Trái với những gì quản_lý PeopleSoft sẽ khiến bạn tin_tưởng , Oracle dự_định sẽ hỗ_trợ đầy_đủ cho khách_hàng và sản_phẩm của PeopleSoft trong nhiều năm tới . "" ","Ellison nói rằng trái_ngược với sự tranh_chấp của quản_lý PeopleSoft , Oracle dự_định "" hỗ_trợ đầy_đủ cho khách_hàng và sản_phẩm của PeopleSoft "" trong nhiều năm tới . ",1
"Application_Intelligence sẽ được đưa vào như một phần của ứng_dụng SmartDefense của công_ty , được bao_gồm trong Firewall-1 . ","Các tính_năng thông_minh của ứng_dụng mới sẽ có sẵn vào ngày 3 tháng 6 và được bao_gồm trong sản_phẩm của SmartDefense , đi kèm với FireWall-1 . ",0
"Nhũng Thạc_sĩ Mỹ : Arthur_Miller , Elia_Kazan và Danh_sách đen : Ai cũng tội_lỗi ( Thứ_tư ) ","Lưu_ý tiêu_đề phụ của câu_chuyện ngụ_ngôn thậm_tệ này trong sê-ri "" American_Masters "" , "" Arthur_Miller , Elia_Kazan và Danh_sách đen : Ai cũngtội lỗi . "" Ai cũng tội_lỗi "" ",0
"Thời_gian máy_móc chết sẽ diễn_ra_vào tháng 5 và tháng 6 , dự_kiến ​​sẽ cắt_giảm sản_lượng từ 60 triệu đến 70 triệu ván chân . ",Thời_gian máy_móc chết dự_kiến ​​sẽ lấy đi 60 triệu đến 70 triệu ván chân ra khỏi hệ_thống của công_ty . ,1
"Vào ngày 3 tháng 7 , Troy dự_kiến ​​sẽ bị kết_án chung_thân mà không được tha_bổng . ",Troy phải đối_mặt với cuộc_sống trong tù mà không được tạm tha tại bản_án ngày 30 tháng 7 . ,1
"Đại_học Michigan đã công_bố một quy_trình tuyển_sinh đại_học mới vào thứ_năm , loại_bỏ một hệ_thống điểm mà Toà_án Tối_cao Hoa_Kỳ nhận_thấy là vi_hiến vào tháng Sáu . ",Đại_học Michigan đã công_bố chính_sách tuyển_sinh mới theo cách mà trước đây họ nhận sinh_viên đại_học sau khi Toà_án Tối_cao Hoa_Kỳ ngăn_cấm vào tháng 6 . ,1
Các bộ_xử_lý đã được công_bố tại San_Jose tại Diễn_đàn nhà phát_triển Intel . ,"Bộ_xử_lý mới đã được công_bố tại Diễn_đàn nhà phát_triển Intel 2003 ở San_Jose , Calif . ",1
"Bộ Tư_pháp đã đệ đơn kiện hôm thứ_Năm chống lại tiểu_bang Mississippi vì đã không chấm_dứt cái mà các quan_chức liên_bang gọi là lạm_dụng "" gây rối "" vị_thành_niên và các điều_kiện "" vô_lương_tâm "" tại hai cơ_sở do nhà_nước điều_hành . ","Bộ Tư_pháp đã đệ đơn kiện dân_sự vào thứ_năm chống lại tiểu_bang Mississippi , cáo_buộc lạm_dụng người phạm tội tuổi vị_thành_niên tại hai cơ_sở của nhà_nước . ",0
Người_ta nói rằng hư_hại ở cánh đã tạo ra một lối cho các khí nóng xâm_nhập vào áo_giáp nhiệt của con tàu trong cuộc tái_đấu tồi_tệ ở Columbia . ,Tài_liệu nói rằng thiệt_hại ở cánh tạo ra một lối đi cho khí nóng xâm_nhập vào áo_giáp nhiệt của Columbia trong quá_trình tái_nhập thương_vong . ,1
"Cũng thể_hiện sức_mạnh phòng vé - và nhận được bảy đề_cử Tony - "" Long_Day's_Journey_Into_Night "" là sự hồi_sinh mạnh_mẽ của bộ phim gia_đình của Eugene_O'Neill . ","Cũng thể_hiện sức_mạnh phòng vé - và nhận được bảy đề_cử Tony - "" Long_Days_Journey_Into_Night "" là sự hồi_sinh mạnh_mẽ của bộ phim gia_đình của Eugene_ONeills . ",1
"Tỷ_lệ cao nhất sẽ lên tới 4 , 45 phần_trăm cho tất_cả cư_dân có thu_nhập chịu thuế trên 500.000 đô la/ ","Đối_với những cư_dân có thu_nhập trên 500.000 đô_la , thuế_suất thuế_thu_nhập sẽ tăng lên 4 , 45 phần_trăm . ",1
Nhưng Ngoại_trưởng Colin_Powell đã loại_bỏ khả_năng này vào thứ_Tư . ,Ngoại_trưởng Colin_Powell vào tuần trước đã bác_bỏ một hiệp_ước không xâm_lược . ,1
"Thomas và Tauzin nói , cũng như nhiều tiến_sĩ khác , rằng chính_quyền Bush có quyền sửa_chữa một_số sai_sót đó . ","Giống như nhiều tiến_sĩ khác , ông Thomas và ông Tauzin nói rằng chính_quyền Bush có quyền sửa_chữa một_số sai_sót đó . ",1
